SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,6636TD-11,4/1/2012,,306,Aeroflex (Main Office),US,NORTH AMERICA,MWO-228-T3W,MWO-PERM,MWO for MMIC; Term/WAN 3 TZ/Win RID#16568,000-2300-00,AWR,2,"$5,460.00 ",$904.50 ,"$9,111.00 ",Normal
Invoice,6636TD-11,4/1/2012,,306,Aeroflex (Main Office),US,NORTH AMERICA,MWO-225-T3W,MWO-TERM,MWO for MIC/PCB; Term/WAN 3 TZ/Win RID#16569,000-2300-00,AWR,3,"$4,095.00 ",$678.37 ,"$10,249.89 ",Normal
Invoice,6636TD-11,4/1/2012,,306,Aeroflex (Main Office),US,NORTH AMERICA,MWO-105-T3W,MWO-TERM,MWO Linear & Layout; Term/WAN 3 TZ/Win RID#16570,000-2300-00,AWR,1,"$1,820.00 ",$301.50 ,"$1,518.50 ",Normal
Invoice,6636TD-11,4/1/2012,,306,Aeroflex (Main Office),US,NORTH AMERICA,MOD-100-T3W,,Modelithics CRL Model LibraryTerm/WAN 3 TZ/Win RID#16570,300-4420-00,AWR,1,"$1,516.75 ",$251.27 ,"$1,265.48 ",Normal
Invoice,6636TD-11,4/1/2012,,306,Aeroflex (Main Office),US,NORTH AMERICA,VSS-250-T3W,VSS-TERM,VSS for Communication Signals; Term/WAN 3 TZ/Win RID#16572,000-2300-00,AWR,2,"$2,730.00 ",$452.25 ,"$4,555.50 ",Normal
Invoice,6636TD-11,4/1/2012,,306,Aeroflex (Main Office),US,NORTH AMERICA,XEM-100-T3W,XEM-TERM,AXIEM FS:3D Planar EM-Direct & Fast Solver; Term/WAN 3 TZ/Win RID#16573,000-2300-00,AWR,1,"$4,095.00 ",$678.37 ,"$3,416.63 ",Normal
Invoice,6839TD-10,4/1/2012,,9574,Aquantia Corp,US,NORTH AMERICA,MWO-200-TFW,MWO-TERM,MWO NonLinear: HB; Term/Floating/Win RID#17173,000-2300-00,AWR,1,"$2,100.00 ",$630.00 ,"$1,470.00 ",Normal
Invoice,7049TI-9,4/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/FloatingRID #17660,000-2300-00,EUR,50,"$6,300.00 ","$6,228.26 ","$3,587.00 ",Normal
Invoice,7049TI-9,4/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,APL-200-TFW,APL-TERM,APLAC Time-Domain & Multi-Rate Harmonic Balance; Term/Floating RID#17661,000-2300-00,EUR,50,"$3,150.00 ","$3,114.13 ","$1,793.50 ",Normal
Invoice,7049TI-9,4/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating RID#17662,000-2300-00,EUR,50,"$3,375.00 ","$3,336.57 ","$1,921.50 ",Normal
Invoice,7049TI-9,4/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,FIL-300-TFW,FIL-TERM,AWR iFilter - Advanced Synthesis Solution; Term/Floating RID#17663,000-2300-00,EUR,50,"$1,400.00 ","$1,384.06 ",$797.00 ,Normal
Invoice,7049TI-9,4/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating RID#17664,000-2300-00,EUR,50,"$3,150.00 ","$3,114.13 ","$1,793.50 ",Normal
Invoice,7049TI-9,4/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,TSW-100-TFW,TSW-TERM,TestWave Instrumentation Interface; Term/FloatingRID#17665,000-2300-00,EUR,1,$700.00 ,$692.50 ,$7.50 ,Normal
Invoice,7050TI-9,4/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/Floating RID#17672,000-2300-00,EUR,10,"$6,300.00 ","$6,100.58 ","$1,994.20 ",Normal
Invoice,7050TI-9,4/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,APL-200-TFW,APL-TERM,APLAC Time-Domain & Multi-Rate Harmonic Balance; Term/Floating RID#17673,000-2300-00,EUR,10,"$3,150.00 ","$3,050.29 ",$997.10 ,Normal
Invoice,7050TI-9,4/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating RID#17674,000-2300-00,EUR,10,"$3,375.00 ","$3,268.17 ","$1,068.30 ",Normal
Invoice,7050TI-9,4/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,FIL-300-TFW,FIL-TERM,AWR iFilter - Advanced Synthesis Solution; Term/Floating RID#17675,000-2300-00,EUR,10,"$1,400.00 ","$1,355.68 ",$443.20 ,Normal
Invoice,7050TI-9,4/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating RID#17676,000-2300-00,EUR,10,"$3,150.00 ","$3,050.28 ",$997.20 ,Normal
Invoice,7051TI-9,4/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/Floating RID#17666,000-2300-00,EUR,50,"$6,300.00 ","$6,013.06 ","$14,347.00 ",Normal
Invoice,7051TI-9,4/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,APL-200-TFW,APL-TERM,APLAC Time-Domain & Multi-Rate Harmonic Balance; Term/Floating RID#17667,000-2300-00,EUR,50,"$3,150.00 ","$3,006.53 ","$7,173.50 ",Normal
Invoice,7051TI-9,4/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating RID#17668,000-2300-00,EUR,50,"$3,375.00 ","$3,221.28 ","$7,686.00 ",Normal
Invoice,7051TI-9,4/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,FIL-300-TFW,FIL-TERM,AWR iFilter - Advanced Synthesis Solution; Term/Floating RID#17669,000-2300-00,EUR,50,"$1,400.00 ","$1,336.24 ","$3,188.00 ",Normal
Invoice,7051TI-9,4/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating RID#17670,000-2300-00,EUR,50,"$3,150.00 ","$3,006.53 ","$7,173.50 ",Normal
Invoice,7051TI-9,4/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,TSW-100-TFW,TSW-TERM,TestWave Instrumentation Interface; Term/Floating RID#17671,000-2300-00,EUR,1,$700.00 ,$668.00 ,$32.00 ,Normal
Invoice,7237TD-22,4/1/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,MWO-228-T3W,MWO-TERM,MWO for MMIC; Term/WAN 3 TZ/RID#18258,000-2300-00,AWR,5,"$1,825.00 ",$410.63 ,"$7,071.85 ",Normal
Invoice,7237TD-22,4/1/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,ACE-100-T3W,ACE-TERM,ACE - Automated Circuit Extraction Technology; Term/WAN 3 TZ/RID#18259,000-2300-00,AWR,5,$308.33 ,$154.17 ,$770.80 ,Normal
Invoice,7237TD-22,4/1/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,XEM-100-T3W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN 3 TZ/RID#18260,000-2300-00,AWR,2,"$1,366.67 ",$273.33 ,"$2,186.68 ",Normal
Invoice,7237TD-22,4/1/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,APL-100-T3W,APL-TERM,APLAC Time-Domain Simulator; Term/WAN 3 TZ/RID#18261,000-2300-00,AWR,1,$608.33 ,$121.62 ,$486.71 ,Normal
Invoice,7237TD-22,4/1/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,WIZ-100-TFW,WIZ-TERM,Library Development Wizard; Term/Floating/RID#18262,000-2300-00,AWR,1,"$1,166.67 ",$583.33 ,$583.34 ,Normal
Invoice,7345TD-7,4/1/2012,,1200,Spectrum Microwave,US,NORTH AMERICA,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#18527,000-2300-00,AWR,2,"$3,325.00 ",$498.75 ,"$5,652.50 ",Normal
Invoice,7345TD-7,4/1/2012,,1200,Spectrum Microwave,US,NORTH AMERICA,MWO-246-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#18528,000-2300-00,AWR,1,"$4,900.00 ",$735.00 ,"$4,165.00 ",Normal
